"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"WEUOMPSLHKV0Z5L4",9528,805996,"06"
"VCRMD26G5LC_YW0Y",9555,1011941,"02"
"C-ZWUJF8RR3IOOZC",9520,904731,"05"
"ENVCQBWJK8XC2UKG",9515,739437,"03"
"DBAGJP3PHZAX9JY0",9485,925966,"02"
"AHEUMCXAYYAIHS4E",9537,988495,"06"
"W7ZL0ZXNSLCHWTEM",9550,848097,"02"
"WPWIHYZB2EMMQWQA",9537,960619,"14"
"J0X5_JYZLGEAQDYW",9525,805996,"05"
"ZKKST7RC-BVKOBH4",9473,777569,"14"
"FJO_EGYYYEL-YY9M",9478,805996,"07"
"QKKCH2YHN2NC8L98",9549,805996,"09"
"BEOW_FMT89XMBHU0",9532,879483,"02"
"LL3TMRWVJUUWS_8Y",9550,944357,"02"
"OU5QJUIUAAZJ0VQY",9536,962147,"16"
"NZSJUVRMTVGPS-F8",9536,848097,"14"
"EVRUNIC_WCLLITNI",9486,975222,"14"
"9PND6V3-GBQ8JJLG",9555,904731,"02"
"YZ7DFXEC13URNA-C",9521,879483,"06"
"OI4IYCWMXOPTBB0G",9554,864754,"06"
"YADELOKGNAXL7A2U",9484,848097,"05"
"PBUVDC5CWFYTL2KC",9479,904731,"04"
"SAA-KJVG3YV3A5SK",9463,864754,"02"
"P7MKZMDWPMVSTZPC",9549,828864,"18"
"RQXG7MFVLD3KZPXG",9511,904731,"05"
"KX5PUNCSQOCMMHLU",9480,988495,"21"
"0ZIPRJDJ_QI8FY_W",9511,1000675,"02"
"67CWUEVEZ47IO2OC",9554,1218170,"06"
"ET1XQMPYK9ZZRPYW",9471,805996,"04"
"JJDEKAAINCAVMOBO",9550,848097,"08"
"YPI_WPZT6ATD4TSI",9556,904731,"14"
"TR2F555GEAKARA-E",9563,960619,"06"
"GREZZJWE0HLXVDM4",9555,777569,"14"
"BGVMEKZSLMOBWBS8",9465,805996,"14"
"JQTLJBKPGFM87FZ4",9470,879483,"06"
"8MMPCDKHBDYISV3I",9550,777569,"19"
"ZLA3UJRNA13QZHGA",9522,805996,"04"
"S-2MG1YOMJOCCX5G",9485,805996,"18"
"YJ8D5PGG-YY5V2IU",9465,925966,"18"
"4QSVSYMX_YOKBE5M",9560,848097,"08"
"AAMH_BVRPN32JDRC",9476,925966,"06"
"DPKMGBENNTYSDD4O",9483,988495,"05"
"KVWHD-B5AD1F1V0E",9470,848097,"06"
"CRJLZRU3ONPKG9BC",9501,739437,"05"
"OKU2CMI2HCXJIWBC",9557,1139478,"06"
"U3J8HYR8I_IBVTJC",9501,944357,"07"
"QJNNOPIEPDZOFQIQ",9452,904731,"18"
"V5XOHJIEX4QV-5JA",9535,739437,"14"
"_CDYT8G1IMTRYDQ8",9452,879483,"05"
"PMP2OWJ0UQE6K7HU",9457,848097,"06"
"G1FNOKQB9SD3BSY4",9561,1041480,"06"
"JXSYV9_YNHABIBW0",9557,904731,"14"
"NR0GKIYPB56EYSUC",9451,805996,"06"
"TCVABVH8Q-7QT7JA",9520,805996,"05"
"MJFTLHCCCMY75SKG",9462,848097,"15"
"OP0HZJXKKT16S0YK",9532,777569,"04"
"QJS9NV6X7JXOA5MY",9549,1080978,"02"
"ZP4LC2CJBVCJ-BZA",9525,904731,"06"
"M9IJ2ONWRFXHXDBW",9459,925966,"07"
"KFJURUHGGXXE2IW4",9555,904731,"04"
"L5XB56I0SJP1UGAM",9472,904731,"14"
"CIRWZ_3HQEEEIIZU",9555,1080978,"02"
"IR8FDAN5DYTIYJ80",9464,848097,"14"
"K-7YW_IQGPHD1OTS",9473,904731,"05"
"RNQMIW4LMZUKFJNQ",9554,864754,"09"
"GYZVEMVOO44ONGEQ",9537,777569,"14"
"MG2_QZN698-QXKOM",9472,777569,"14"
"4XFBTGYX_M14IKAO",9567,739437,"19"
"DKT_GCK4YPYIFQ-Y",9553,892709,"06"
"10813PFQIWN0BPKS",9556,805996,"18"
"GRBK7W8FV1LIUN_U",9556,904731,"05"
"MYR_1HCLRL_UQZMW",9536,805996,"06"
"2UHL2TENTNGRLCRI",9459,739437,"14"
"3Y9XWINDOG_OKOZO",9537,904731,"05"
"TSJ5AS1DTGE5T0KG",9490,805996,"04"
"JRKO6U9MAEFL2F6U",9556,944357,"02"
"YE5P7YK6RN8JTB6Y",9534,904731,"06"
"DCBX9OYAJKSTVKCA",9505,777569,"02"
"6EJHRVUTDKZZDECY",9464,925966,"07"
"PSPUJGR4OEKHJPXI",9499,952720,"02"
"IB2XICE17XXUEDHC",9476,848097,"14"
"ZTQ9ANWHOYA9V4AC",9505,864754,"02"
"G4N55VH5WS_8FL64",9557,805996,"14"
"XPU6ZA3JMEMOR_XS",9486,739437,"02"
"KUPVQTKRD--6SING",9526,925966,"02"
"SRMETCUELS2A3S7E",9472,879483,"05"
"ZAF9M505T_9SJ2GQ",9535,805996,"05"
"ET0QW9WBSOLZRQFU",9478,1183088,"06"
"DP3E7DSJRI9TNRTK",9549,848097,"02"
"UQWJ9A80NPBPIH28",9562,944357,"14"
"KIIJF-LPUT3L7ROM",9533,739437,"14"
"-AHHJBEMPD7L5MDW",9477,988495,"06"
"ZSHWNPZGZZE7YJEE",9450,848097,"14"
"FACP4RTVIEHMVBFE",9511,848097,"03"
"Z-BIVXHVFHD0ZVWA",9521,925966,"02"
"T9MLKENT9O309D94",9508,805996,"02"
"NICRBTEEJB4FL4K4",9508,879483,"06"
"RDHEGLY--C3MHDV8",9491,777569,"02"
"V7JWRLAY1IVIYDEK",9514,777569,"14"
"L1CFIF1M5R-00ZC4",9519,828864,"07"
"FJJHSVU84FQNVER0",9472,904731,"04"
"S4AFFU2HP8RVCKYQ",9533,815674,"02"
"RHTZIXIXJ0XGIWIM",9459,925966,"18"
"FCREXJJNKXXGNEUW",9561,848097,"14"
"-YMUGU2FFW3UN0SA",9557,935465,"07"
"UBMRHC1WHXGWVVFQ",9528,848097,"11"
"Z01XJVTLMLALYLXA",9563,892709,"08"
"H4QM-E2ISGMNK0R8",9540,739437,"11"
"DAXXBWZPRVXLCUEA",9471,848097,"06"
"_R7AUWZTFSQNTRPG",9536,960619,"06"
"O_7AMQXJQQUXSURC",9504,848097,"04"
"4XGG2P1GNDJTLQRA",9473,879483,"05"
"Y4MSDGM0XUWNZEMK",9526,739437,"07"
"TPDIXS6L4VZONX9E",9562,960619,"02"
"CG2SCBUSCSYLEVWS",9536,904731,"06"
"W1NOAE2JYMUYTHQS",9469,892709,"02"
"EVCADXUO4GTBVRLE",9459,848097,"04"
"X-UKS8EQN45KEMEU",9557,864754,"05"
"5B04CTZMVQ-NTU08",9471,848097,"02"
"KNBEMIRREIA8P8XI",9529,988495,"01"
"KYGTRYASIRXZXTEG",9449,848097,"09"
"74UHK1UDIWWGVY_K",9462,805996,"04"
"SZBU3GSES_OEZIZO",9472,960619,"05"
"GLZIHB6_TIR9QE6E",9548,904731,"14"
"MZWWKZ3IT0N6ARSA",9564,1080978,"14"
"6I02NAY3-E_S_UVC",9478,848097,"14"
"YR-VEH415JUS0J0A",9536,739437,"04"
"QP02TYPXZEWXPAKA",9560,1139478,"06"
"AYOV6BI-A_GO0XP8",9527,777569,"05"
"XVBO6MBML_QI4-Y0",9532,925966,"09"
"ISDAW7LHCTSJT8KU",9473,1080978,"05"
"5HH1ITK_HKDVRUA8",9485,904731,"08"
"IEACSRKUSAYBYSEC",9532,925966,"08"
"ZEVJMVUKNPZDJYO0",9525,1218170,"06"
"LQMB2NTXRDBZ_ORE",9539,848097,"07"
"-WCGQLNXHA4W-NIQ",9500,777569,"05"
"KIPAUHJPMJUGC-ZI",9553,805996,"14"
"YSWIZRAC968BVESE",9463,904731,"06"
"WQOGD0D8SYKRX5YM",9520,805996,"14"
"ELBMGJEIY60CKD-E",9511,828864,"14"
"B59YAQ1WIZKUY36G",9515,904731,"15"
"FIOO-9UZKHF-7EDO",9532,828864,"05"
"V5IPNCSUX59M8XT8",9555,848097,"06"
"KVKR67KCKMI0F9ZC",9462,879483,"14"
"ZKUHGUX9LQM-COVQ",9527,879483,"05"
"FTLMLP8TV6GL39KC",9455,960619,"18"
"GNFWR5JLJNJULVJS",9548,828864,"08"
"YAHFPTD5CUR3ERJU",9539,904731,"16"
"PYVJG5OEGWDWJ02E",9476,988495,"14"
"QIC60H2KBR6IYT2Q",9469,1041480,"18"
"U7REJI1OQAUUHD8Y",9553,904731,"02"
"_BYR7YQYA1OPKOIO",9556,805996,"03"
"-PYPDE0PNSLCWEJ4",9514,1080978,"14"
"XXE7CQ1MNRFBJB2U",9462,879483,"07"
"D0AGSTGSCTLN_UOG",9477,904731,"18"
"WMPC05QUYTL7IQOW",9555,904731,"06"
"MQ2N-07XRBUILDAS",9547,1041480,"18"
"MYLZU83NHCCLELD0",9479,879483,"06"
"MSPYFOY3MYKVLUSY",9546,1080978,"14"
"VQW_HTP-PIIPMXMG",9472,848097,"06"
"979RN6XNEC0WYTQA",9500,904731,"18"
"4QIKFN3X2XRWCKGK",9466,805996,"04"
"-2DPV7LV1CKCEFXI",9532,848097,"04"
"70WEUEYSKOFTUMIO",9519,904731,"08"
"JGQCWJ3_YN9IZOZ0",9547,925966,"06"
"SRQO_87L7PMGBZZW",9507,848097,"14"
"SO-WKHHNMLIVQILE",9478,848097,"14"
"R9SMLSOVWSBS73QK",9483,848097,"05"
"P2EBMMNECQRR6_NY",9549,777569,"14"
"AQDMOYXT5D2RFZLW",9464,879483,"07"
"KVKR67KCKMI0F9ZC",9539,960619,"01"
"IRIOEOTGI2L2S_MA",9522,1139478,"18"
"7CO4UXKWI3SMHURC",9555,925966,"14"
"YYGROCBBNXRIPJM8",9560,805996,"02"
"X_SRRSNZ8PGPJMOM",9513,1011941,"06"
"3WZVEBPZISHDSSCS",9532,925966,"02"
"GUS_TAT9OEM32OBE",9476,848097,"08"
"FNRAL6YGFKKCHDZ4",9504,848097,"14"
"KMOWTKE5Q6FLA6R4",9490,1073816,"06"
"YFBLD_ASQ5KH5MM0",9550,904731,"02"
"30B4KVF8N7PIN9IQ",9525,848097,"14"
"EDRXT8VE1GTBPBJI",9533,975222,"02"
"BWMBWKBTVGKS_EZS",9546,904731,"06"
"SQRTWKT91QMTKQ3A",9562,805996,"06"
"I-X8I_UVGYSWHFUG",9469,848097,"08"
"J3ONTOREF0RYEI2A",9500,960619,"05"
"8Y2SUFWNE1KW7GJO",9522,777569,"07"
"VAA3B_YJZ6NSY8SS",9528,777569,"06"
"QAAMGKDXKOJLUUV0",9452,944357,"18"
"WPGGVM5U2AYXLYC0",9465,925966,"04"
"OXF-699WYEDKRD1Q",9562,1080978,"06"
"NPI2SDW_QAQLUEFY",9478,1041480,"04"
"OVIELRI6YDA1HJ08",9567,848097,"06"
"KE5U4IOPA2YEV5BG",9471,828864,"07"
"YRSD1CAPBUSGJMI0",9504,915763,"02"
"MWTXERE0TA7HVTWO",9562,904731,"04"
"JWYIXDVQFDB0TKIG",9532,904731,"14"
"TADIORJLQ-YNGFWG",9480,864754,"05"
"K5ZILHW8_ZJE5KT8",9457,1080978,"20"
"HJLIF9JHA7ISQRFE",9548,848097,"11"
"ZLWAKHMCCTYEAQMK",9562,988495,"02"
"UZ-2GWC8F7Y47YUK",9548,805996,"14"
"89OPSO3Y6OKYOOD0",9556,904731,"03"
"UCTMUL9OJL7Y1DKS",9527,777569,"14"
"51BYFCEEQVUWVTJY",9480,848097,"14"
"EAEN29QRQ87VXCU8",9514,879483,"02"
"WO2MRNJMJRCRHWIS",9555,988495,"06"
"TNOKTW41P0FVDF7M",9508,944357,"04"
"EGLNIYTU9WYTMCOC",9534,848097,"06"
"0AWBCLCZJELUCFDC",9511,848097,"18"
"61UWXGCS_CHSSQBQ",9515,848097,"18"
"VQIIFWV3WQNIUJXG",9546,848097,"05"
"8F3FYMFJJIVZR-TQ",9562,848097,"18"
"KGSY-HQG_FPFEFOI",9521,944357,"14"
"7-GWJJQUQWV-G6VA",9563,904731,"04"
"FWA-PLB2UESDOIW0",9469,925966,"02"
"VEC75IKSNN9_R584",9514,904731,"06"
"MECZ_Z_NAQYJLLLM",9469,805996,"14"
"-4W45IG-WUPNVV1A",9563,848097,"04"
"8JN3TWXKO92FZ9VO",9554,864754,"09"
"KP9IQH25QCC6KXPO",9456,879483,"14"
"ZPLIWXIMPU7M91RE",9550,988495,"14"
"JSRSJVPXS-IULQB8",9522,988495,"05"
"E5V1HMBAMR71OH4O",9532,988495,"06"
"OMCZFWCM1OOBD54K",9532,904731,"18"
"-7MAIW2FPFLBLFVE",9504,739437,"11"
"KZDS91GIX8SQCN1C",9456,739437,"07"
"FBGGOXUDFJCRL-GM",9522,1139478,"02"
"8_CN5DVICWQUGJCK",9490,739437,"03"
"NPMVQX3-QTK2D3IA",9492,960619,"14"
"BO_SNZA2RARI__E0",9560,975222,"02"
"BKEGGVOI_2KS7PAQ",9504,879483,"08"
"ZYBKPLSDLKKRFUZY",9557,848097,"06"
"NVQ6YCEQJY4V_62I",9490,848097,"07"
"VEZYYQPIFBKKCSBY",9521,805996,"02"
"KHAS3M1TVTLZMV-E",9490,925966,"05"
"UJDYNYPHYGECR9SW",9532,739437,"12"
"FDUCM5YVWW38Q0VG",9521,879483,"05"
"RT2ETBH52OB4QWZG",9550,904731,"14"
"OREZOGFINYKKBGMY",9499,904731,"06"
"CV34TWMIYQSXZVA0",9484,1041480,"05"
"UYMNQBIK6HKNS9M0",9563,904731,"04"
"VQI0NJ0GXABFIRWU",9471,925966,"16"
"IGRZPHAIJPHYR6E8",9556,988495,"04"
"BQKDVF7YPOI8B4WC",9470,828864,"04"
"GVBRJ9JYZGEKGMCA",9515,988495,"18"
"BBWXCBMDAPBDILNC",9533,904731,"02"
"DWGBERTDXBIBNGBO",9464,828864,"05"
"SW7BD-UXH9WKXJWI",9528,904731,"09"
"PQPGHD_TGYTYGB0G",9554,1139478,"18"
"KQS9H4SJ0PYU28YE",9557,925966,"06"
"KNRJWQ1NHF7XIXLM",9547,1138982,"05"
"L01FLFL_QICTCUKG",9507,925966,"18"
"E3L7FLTXUONVPGRI",9479,848097,"06"
"TBO8_U-XJMTAAHEQ",9470,855027,"07"
"XLLNKVI9X-1JY-PO",9550,805996,"04"
"FAWVBJAXYNMY-3XQ",9519,892709,"08"
"Z2RPSI6YCJPCKSSE",9555,1066324,"06"
"JEG4UKKJJ8SVOLSM",9478,904731,"05"
"C0KAVYIKY2WWW30M",9561,1011941,"02"
"7RLOJNDEMGO_T8HI",9550,904731,"02"
"CFDY316GDNIARP0A",9548,904731,"06"
"NWBVIDVDXVWJY77Q",9452,815674,"02"
"22BROYE_A3ZFWUVK",9508,907011,"07"
"QKBLLSPORRNXU9KG",9562,925966,"14"
"GLNBIHO8AARMORMM",9491,1000675,"05"
"NJMOUV0RHCWETRHY",9562,1218170,"06"
"OVPVRR-P2SBKHSTI",9540,960619,"14"
"ZUC_DHIHP5EBHYVS",9562,879483,"11"
"MHEZPGIFQUGRRMFO",9539,879483,"06"
"YP-JR4P9AACALWKO",9466,864754,"14"
"NMTJ4ZNIE2-U7ZMY",9520,904731,"02"
"ZGDSG02K-AEYNFTI",9546,777569,"14"
"OZJDP7D_06PPHPGS",9560,944357,"06"
"CFAC8F42FVYID85G",9472,777569,"19"
"JODUJPYZ09IAU2AO",9550,1218170,"06"
"YEQ7KA8SYIL9KHJI",9519,805996,"14"
"MHQ25O6GI17AFKTC",9564,975222,"14"
"MDLXR3NWK7FPAWFI",9564,864754,"02"
"BSJ3GOHQHGEV4ZA0",9478,879483,"14"
"XRC7EZ-P0K57JTI0",9485,904731,"18"
"K0MAO5ZIQKVFMWBU",9527,777569,"05"
"P8QU1T8HN2_BJ1W8",9472,904731,"06"
"HX6RHF2ZLWDOWE1W",9553,925966,"07"
"_C_7RJ20BKJQ5SZO",9554,988495,"06"
"46MCMZ6RKEUP4GG8",9490,1041480,"18"
"REXXKRQ_OFBT9NVE",9563,944357,"06"
"3SNJWI0CAWRJYX0M",9535,988495,"04"
"XEXLTP81HBPNETWG",9540,904731,"18"
"JKEWF9DHZJJIR5F8",9560,1139478,"06"
"HGT_WNYO1I9VWZAW",9533,925966,"06"
"AQ9_VOBYCZJ8RYBU",9562,777569,"02"
"5Y3RROXGGJNONXSC",9477,988495,"14"
"LEUHJ6SH1MLOEKUY",9521,925966,"07"
"OR0Y2KTLEGFDSAQM",9557,988495,"14"
"SDTKLK_QMCHCBNEO",9513,805996,"05"
"RYRTOHQMLKDXKQQY",9472,904731,"06"
"M0AOX3N8JB6KOH_A",9477,848097,"02"
"2N8D8BFLSLFEUCTO",9457,904731,"18"
"DEJZSTJGAZ9S6O-8",9522,739437,"05"
"RVHITTGOJ3RR_NAY",9529,864754,"06"
"1ELVUCLRNKYSFIS4",9563,1139478,"06"
"QUZ-GH8AUTDRKMCA",9485,777569,"14"
"K2OGOBHWAJT7MPGI",9458,848097,"11"
"YJRJPVU5I7C1E02M",9525,882237,"02"
"H5DTEXHBW4NXVG_U",9554,988495,"06"
"ZVRFNZ5W6W6MM63U",9456,777569,"14"
"KYDMWV4GIAGQ7NYY",9505,777569,"02"
"SWSQDNOX_O7OYK2C",9532,848097,"06"
"E5A73NOUCZVL4J7Q",9563,848097,"06"
"8LRUYUPHC9DM3D5M",9550,763859,"18"
"D4AQPEZF8YXMLFIM",9547,1139478,"06"
"A2MEP7NVFMW53IMK",9555,1080978,"06"
"DN5PI5-AJBQIGW38",9515,904731,"21"
"OVE6SOGALO9KSIF8",9553,739437,"07"
"YEF7X3-LFQ7LSDY8",9560,904731,"09"
"FPVSQAAQQIKUQRLC",9562,960619,"02"
"0DWCKYPPC7QNCTRA",9555,1032246,"03"
"AKTMBGGKFLOUELZC",9521,828864,"14"
"0E17UUK3XL7WEVQQ",9562,1139478,"06"
"TJWFQCLIY2QI4KCU",9514,848097,"11"
"1RLE9VW74Q2X7XQA",9547,848097,"14"
"TZ4N8AA_SAJII5DI",9561,848097,"14"
"ZZUAEXC6TAIRP5IM",9564,1139478,"02"
"D9-LLFKQUVUZAFZY",9550,828864,"06"
"8EZRA8W3TYOKDRJS",9480,925966,"07"
"6Y42IJBBJARSDMDU",9519,988495,"14"
"S94DY7ABG3RR6QBQ",9476,988495,"05"
"_PTH83A3WE6DAJH0",9548,988495,"06"
"BUGSPUCD7IMVCOOW",9548,944357,"06"
"9J3_STJ4X1JMSPQE",9521,904731,"14"
"9DZGRJB5W_NSXIP4",9449,805996,"14"
"6WPLJQRFJ4UWCYGK",9539,777569,"09"
"IGUFHDLGGCJQZ2P4",9562,1106864,"05"
"ZDAJIFAHFY7NP6RW",9560,944357,"05"
"Y9NYYO3-33TPAXGS",9507,904731,"05"
"9EFOON-ORGFVZKYG",9477,805996,"07"
"EN-9GYH92MIYADTW",9553,1218170,"06"
"KKADTKQOQA_V7BHM",9469,879483,"04"
"FEXCOR8EWCZ994SU",9472,848097,"07"
"4GU1EKG9VYFIEYVQ",9553,848097,"02"
"BB7ETEESHNA6B2CG",9469,828864,"02"
"H30OGM29FMG3BLMY",9459,904731,"04"
"LVNFCXV1IFNBAKA8",9556,960619,"05"
"EP__XPRZWNAYMTV0",9518,777569,"08"
"-XG4YSPZHX4XDN2U",9469,848097,"18"
"OEJ_YLI9R1SBYNDE",9548,848097,"06"
"Z7XQBCQIMSUXHHKQ",9525,904731,"11"
"1WE0MLYPWAUQ-ZHA",9537,925966,"04"
"HAIPDNGT8UTF3AVQ",9508,848097,"02"
"YBGEJP461HWQSBFU",9554,1139478,"06"
"XBNAZ7PLVRV4P1FO",9555,805996,"03"
"ZJ_RMJNP34KMZ1AQ",9528,848097,"07"
"DIIE_CO1YRBIDFFO",9560,1011941,"06"
"MD1F0HLT6A_CVIZI",9512,1066324,"05"
"UMWTX7UI_MSNENWO",9529,805996,"05"
"1JFPATO-TFV9KAWM",9470,828864,"05"
"MSR8INKRL2VECJOE",9549,960619,"02"
"JZXOXXVIZ-V9VG4W",9471,848097,"05"
"DISSO-JWNSITFEDS",9527,848097,"06"
"CW7HCYKYLCUAJY34",9561,756311,"02"
"UIN82WCRPBSKEYBO",9505,848097,"14"
"T3J3ICTKLQK1HBP8",9562,904731,"14"
"NZV_CTFSG0NXROXI",9492,805996,"14"
"T2HSL3_GQSRTF1YE",9505,777569,"18"
"JDF2NAAGL_O3NOY4",9555,848097,"02"
"8NXMRFXFY72ZQ5DW",9536,944357,"05"
"JA21MH9SEP--M7HI",9473,925966,"18"
"WZX-MY2HYNSGGXO0",9508,805996,"11"
"XYJO5QUF4YR4IUOS",9529,935465,"05"
"NKBZVPLYO8ZTRNJG",9527,739437,"14"
"ZCEHHETUQXIJ1OEE",9548,805996,"14"
"OKUFSTKG1QQTLWXA",9455,879483,"02"
"GX_SGJOAX9TRYAYE",9515,848097,"05"
"-MVV5K3QFXERI1T4",9450,805996,"14"
"CV7Q2WHS_GEMUMQ0",9563,777569,"19"
"YPCGSWNVK-VEAP-K",9526,988495,"06"
"6WE9CP8BZJDL6CYM",9462,739437,"14"
"DAN1PM_H1EZ6MHGW",9529,944357,"05"
"GQPZ3CYMHMSSEIQY",9534,1112753,"06"
"4CEY80Y-7FAHIDLA",9535,1011941,"21"
"H--ZUMUDY8AIQ4FO",9527,904731,"04"
"GPUZ_WHH_KU69C0Y",9514,960619,"14"
"JM9D50MDE_L-Z128",9478,879483,"18"
"YG-QZKOCZMWMM0A0",9472,988495,"02"
"RVKBMIDQTBZCB-DW",9487,805996,"14"
"KNNSAS5D9SKS6M9A",9504,864754,"05"
"DEMOSWDRAYVPPIFQ",9464,805996,"02"
"8OKTNW4DE4HS-1RY",9459,1050200,"14"
"OMGZCHQSLZ1EV37M",9462,944357,"18"
"0JPWZ10HZHOJR1XA",9536,960619,"18"
"J2YAQJYZJFXQIXOO",9469,988495,"02"
"NGWIF5KWJWDOG1HE",9550,777569,"02"
"L8NDFMCSMR0BNV6E",9465,960619,"06"
"4MXOADE-QIL55YDC",9507,988495,"06"
"Q-VB3_R-JCBM9JWM",9486,805996,"14"
"1LYTJFTP-S74MXSU",9562,848097,"02"
"PLNAIRVXU3IGZS6E",9486,848097,"07"
"RYUNRL-DGN6TRHPO",9472,1080978,"06"
"AX7FYY1R4AWMYMI0",9480,848097,"14"
"JSKR_B1QTRWIIEJU",9486,960619,"05"
"2HUV24ITU7GCTMBO",9511,925966,"11"
"5ACGTEUM6DQ-KAVY",9561,805996,"06"
"Y9BAUOWIAAFSZYZY",9546,879483,"02"
"TPC48ZSVKGMU8MDW",9504,1218170,"18"
"QS7CVKZ7YKW3VFHS",9534,988495,"14"
"1ADN3BNAF6G-JPFG",9567,925966,"05"
"BV9KHL5JKSIWXVEM",9529,848097,"02"
"HZ4MVL2FGIIAHNPQ",9456,925966,"14"
"-I7YIW3MBCTO8ASU",9450,805996,"02"
"PLU5YARZLIISKRBO",9564,1112753,"07"
"X434MTFSZZJ7QW-A",9478,848097,"02"
"_JTVLSJZXUJYERFA",9556,1022428,"06"
"CWGT4WWZHVYKRSPE",9513,904731,"02"
"STXISTUIGYB2UBDO",9518,944357,"18"
"AFIBXTS7XOZPEES0",9470,904731,"18"
"BSIQ-5I9IMXYAY2W",9490,1080978,"04"
"YRMKLCSA8JXMDOD8",9532,828864,"18"
"GMCIK2_4ZSNVM1OK",9485,1106864,"06"
"IBW2FRQLTXSYSCRS",9567,944357,"06"
"AQ7MKLPSXRKCNA0K",9480,988495,"02"
"RRYQK7VPOTKUWCWK",9505,805996,"08"
"65XLZCICRYP7ELC0",9504,805996,"14"
"X02APQCQFBDGON-S",9555,1139478,"06"
"5YGMRLNDBPJS7OBU",9521,848097,"07"
"YILISZFPOLVYNXQ8",9549,960619,"05"
"XYQSJARKDNABYTIG",9525,879483,"07"
"28PEIHIQHINND7MW",9472,879483,"06"
"YMPQHINYD0_PYTJI",9485,925966,"02"
"YSL98EIMNUQHY5KS",9546,879483,"14"
"A3OJN1LGNAHBKV1G",9536,904731,"05"
"IHLKY29C3_IOEV6Q",9513,944357,"05"
"T7X9MOZKXMJUIOL8",9470,904731,"05"
"JCFFXAWG7ODHC_OK",9536,848097,"05"
"DP8OJL9DH9BDGMCO",9463,904731,"01"
"KF-T-MTISYOVDEOC",9546,1000675,"02"
"NAGIAOM-UOROR86U",9567,1041480,"07"
"SNQLT3ENOLV0LSYW",9540,848097,"06"
"JEINXR57PFAJZYWS",9529,848097,"14"
"CNSLZE4I7GHAKXPG",9490,805996,"14"
"LCZTWBTNNFKXGIBM",9554,777569,"14"
"OFV74A9ZIPJBHM2U",9562,1218170,"06"
"F-JTUNQKN8AI97TS",9500,1022428,"02"
"SXXGKN8AJXO_DTC4",9478,805996,"07"
"XYQXXEC1HMQP5H_Q",9514,904731,"05"
"X1TMNFSM3SP9JOR8",9491,848097,"14"
"7IKCUPXZACKZMXT0",9501,805996,"14"
"FX5ZYVCJQLFC1GMG",9469,848097,"14"
"E5LTKOS4ICXNBQ_C",9490,805996,"14"
"QTWQRMEZD1U7KBVU",9487,904731,"14"
"BKB9YOMXSH-URZ30",9466,848097,"02"
"VP2HZG558ANGJJLK",9553,904731,"07"
"RUGDZ3F5UCMWLB88",9555,904731,"02"
"OM4A5QFFBCQWXDN0",9470,975222,"14"
"XESCB6QCVUKXYNZ4",9535,848097,"05"
"9RXTRYMZWST0BT-W",9547,848097,"14"
"VE2AZCTLZZPZC5AG",9504,925966,"02"
"4XITSUUCCULIWZDU",9470,848097,"21"
"1L0VGAZ6DIVFYMPQ",9527,848097,"06"
"ULJFR7RLAOQHTI08",9473,960619,"05"
"2Y9PQDUERWHVXYIA",9567,805996,"14"
"LZTNONRPBACJR0OE",9529,805996,"14"
"TOPZE8BG91JO9OU4",9526,1041480,"06"
"GD71DDDS5VFE50X0",9561,739437,"07"
"M0SY6VFTFIK_2S4C",9478,864754,"14"
"PURBOUVKCUDMBZSK",9548,935465,"19"
"W7G_4DNYV9VADKJS",9549,805996,"08"
"U_PE50KIQ0IJJIXG",9473,777569,"14"
"YA16RQT6Y3GTPAJY",9473,828864,"14"
"HY0HILHUHWS_XTR8",9469,944357,"05"
"BL9VAFSGSFTBINN8",9484,848097,"14"
"OGO4B8UR1PFY4JYE",9534,904731,"02"
"DPPYAWOPSKPK3MTG",9500,848097,"08"
"XBE7RU-Y5GR7MILK",9511,892709,"07"
"IDB1N0ZO-DGBHPUA",9485,864754,"14"
"LFZ1TDKXT4FQDXDS",9500,777569,"05"
"R8K9OTJYHXVPX4SI",9499,904731,"02"
"S6XYTCIV-UZHX2BQ",9532,904731,"05"
"MVS4ER0HX0PT-BC8",9554,879483,"14"
"GKYAUUNNWONLNWAA",9525,915763,"06"
"9J6LTA9BQ8AKR9NU",9536,1041480,"05"
"0E_LBG-F0IEE8YAO",9499,944357,"02"
"-CNGFW6M3USLG5OA",9480,904731,"14"
"I-DJPRZ3OKQAADW4",9547,739437,"11"
"EUVSUZOWM_S_DRS0",9528,988495,"18"
"GHGUZAZDKMW6AQ70",9473,848097,"11"
"LUO-J1B-CQ4H4VSK",9500,805996,"07"
"RICR4XP9HZWZNMLC",9520,925966,"02"
"DX_J_3AQRQUGTA8K",9556,879483,"02"
"UHYDU1AVXNUWJGUM",9491,848097,"05"
"Q6OHG2MZ-OBLZIXS",9556,828864,"14"
"A82W2GCYLW72UW44",9466,805996,"05"
"YEU2J1JQJ9BRFMIU",9472,968105,"05"
"ZZXB3CH3ONLIRSWU",9471,904731,"07"
"_0APJWWVSMWT1_6M",9548,1139478,"06"
"QEFWC-CSQF0BYRM4",9556,739437,"03"
"GPDCFJVGSEBKVS_W",9535,904731,"14"
"I83ACVEXV3EIWGLE",9478,1080978,"18"
"IU-E907JASLGEBVG",9522,960619,"06"
"JHEDHDQWDA6SLVEA",9520,900052,"02"
